pmid,passage_id,entity_type,entity_text,offset,length,matched_anywhere,matched_same_sentence
32415072,32415072_20,cell_phenotype,Enteric mesothelial fibroblasts,1123,31,1,1
32415072,32415072_20,cell_phenotype,enteric glia,1194,12,1,0
32415072,32415072_20,cell_phenotype,VLMCs,1213,5,1,0
32415072,32415072_20,cell_vague,organ barrier-forming fibroblast populations,1256,44,0,0
32415072,32415072_20,cell_phenotype,fibroblast,1278,10,0,0
32415072,32415072_20,cell_phenotype,VLMCs,1641,5,1,1
32415072,32415072_20,cell_vague,populations of barrier-forming fibroblasts,1747,42,0,0
32415072,32415072_20,cell_phenotype,fibroblasts,1778,11,1,1
32415072,32415072_20,cell_phenotype,VLMCs,1801,5,1,1
33951093,33951093_10,cell_phenotype,neuronal,36,8,0,0
34616075,34616075_52,cell_vague,neural subpopulations,27,21,1,1
34616075,34616075_52,cell_hetero,neural,27,6,1,0
34616075,34616075_52,cell_phenotype,progenitors,53,11,0,0
34616075,34616075_52,cell_phenotype,glutamatergic pyramidal neuron,280,30,1,1
34616075,34616075_52,cell_vague,glutamatergic pyramidal neuron (PyN) subpopulations,280,51,0,0
34616075,34616075_52,cell_phenotype,PyN,312,3,1,1
34332630,34332630_44,cell_phenotype,oligodendrocyte,55,15,1,0
34332630,34332630_44,cell_phenotype,oligodendrocyte lineage cells,178,29,0,0
34332630,34332630_44,cell_phenotype,oligodendrocyte progenitor cells,250,32,1,1
34332630,34332630_44,cell_phenotype,myelinating oligodendrocytes,287,28,1,1
33414410,33414410_0,cell_phenotype,hippocampal dentate gyrus granule cells,67,39,0,0
35853870,35853870_10,cell_vague,GFP + ve /-ve cells,192,19,0,0
35853870,35853870_10,cell_phenotype,Neuronal,1006,8,1,0
35853870,35853870_10,cell_phenotype,Glial,1016,5,1,0
35853870,35853870_10,cell_hetero,Immune,1023,6,1,0
35853870,35853870_10,cell_phenotype,RG,1295,2,1,0
35853870,35853870_10,cell_phenotype,Radial glia,1298,11,1,0
35853870,35853870_10,cell_phenotype,TAPs,1311,4,0,0
35853870,35853870_10,cell_phenotype,Transient amplifying progenitors,1316,32,1,0
35853870,35853870_10,cell_phenotype,aNSCs,1350,5,1,0
35853870,35853870_10,cell_phenotype,Active neural stem cells,1356,24,0,0
35853870,35853870_10,cell_phenotype,APCs,1382,4,1,0
35853870,35853870_10,cell_phenotype,Astrocyte progenitor cells,1387,26,1,0
35853870,35853870_10,cell_phenotype,EmNBs,1415,5,1,0
35853870,35853870_10,cell_phenotype,Embryonic neuroblasts,1421,21,0,0
35853870,35853870_10,cell_phenotype,GE NBs,1444,6,1,0
35853870,35853870_10,cell_phenotype,Ganglionic eminence neuroblasts,1451,31,1,0
35853870,35853870_10,cell_phenotype,OPCs,1484,4,1,0
35853870,35853870_10,cell_phenotype,Oligoprogenitor cells,1489,21,1,0
35853870,35853870_10,cell_phenotype,PreM-ODCs,1512,9,1,0
35853870,35853870_10,cell_phenotype,Immature pre-myelinating oligodendrocytes,1522,41,0,0
35853870,35853870_10,cell_phenotype,INs,1565,3,0,0
35853870,35853870_10,cell_phenotype,ImStNeurons,1583,11,0,0
35853870,35853870_10,cell_phenotype,Immature striatal neurons,1595,25,1,0
35853870,35853870_10,cell_phenotype,VLMC,1622,4,0,0
35853870,35853870_10,cell_phenotype,Vascular leptomeningeal cells,1627,29,0,0
35853870,35853870_10,cell_phenotype,Myeloid-DSCs,1658,12,0,0
35853870,35853870_10,cell_phenotype,Myeloid-derived suppressor cells,1671,32,0,0
35853870,35853870_10,cell_phenotype,Interneurons,1569,12,1,0
35853870,35853870_10,cell_phenotype,Vascular,1034,8,1,0
